id,name
2843493,Rueckersdorf
2847240,Rieden
2844924,Rosenthal
2843803,Rott
2844829,Rossbach
2845027,Rosenfeld
2843574,Ruebeland
2843729,Rottenburg
2843978,Rothenstein
2844701,Rosshaupten
2844947,Rosenow
2845229,Ronneburg
2845540,Rohrsen
2845641,Rohrdorf
2845721,Rohrbach
2845744,Rohr
2845747,Rohr
2845914,Rodleben
2845475,Roitzsch
2845858,Roggendorf
2846063,Rodenbach
2846066,Rodenbach
2846286,Roebel
2846511,Riol
2846593,Ringleben
2846756,Rimbach
2846811,Riethnordhausen
2845056,Rosenberg
2845638,Rohrdorf
2845714,Rohrbach
2845723,Rohrbach
2845750,Rohr
2845840,Roggentin
2846717,Rimschweiler
2846754,Rimbach
2845863,Roggenburg
2846072,Roden
2846381,Rittersdorf
2846790,Rietz Neuendorf
2846854,Riestedt
2847210,Rieder
2847688,Rhede
2847689,Rhede
2848309,Remlingen
2847662,Rheinberg
2847686,Rheden
2847765,Reuth
2847013,Riehl
2847049,Riegel
2847237,Rieden an der Kotz
2847669,Rheinau
2847708,Rhade
2847774,Reuth
2848001,Rettenbach
2848054,Retgendorf
2848308,Remlingen
2847861,Reut
2847938,Retzstadt
2847993,Rettenbach
2848017,Retschow
2848048,Rethen
2846946,Riepsdorf
2847017,Riegsee
2847442,Rickenbach
2847887,Reussen
2849263,Rehna
2848791,Reinhardshausen
2848872,Reil
2849211,Reichardtswerben
2849467,Regesbostel
2849198,Reichelsheim
2849300,Rehling
2849689,Recke
2849047,Reichersbeuern
2849145,Reichenbach
2849528,Reessum
2849568,Rednitzhembach
2849825,Rautheim
2849875,Rauschenberg
2848725,Reinsdorf
2848737,Reinsberg
2848766,Reinhausen
2848841,Reinberg
2848851,Reimlingen
2849019,Reichertsheim
2849025,Reichertshausen
2849156,Reichenbach/Vogtland
2849197,Reichelsheim
2849364,Rehe
2850098,Raubach
2850718,Rambin
2850722,Ramberg
2850973,Radis
2851175,Raben Steinfeld
2851450,Quellendorf
2851455,Queis
2850153,Rattenberg
2850224,Rath
2850266,Rassnitz
2850422,Rantrum
2850705,Ramerberg
2850808,Rain
2851262,Rabenau
2850141,Rattiszell
2850850,Rahnsdorf
2851310,Quitzdorf
2850555,Ramsin
2850566,Ramsen
2850603,Ramsau
2850636,Rammingen
2850776,Raisting
2850807,Rain
2851502,Quarnbek
2851739,Pullach im Isartal
2852156,Pretzsch
2852168,Prettin
2851459,Queidersbach
2851994,Prisdorf
2852279,Preetz
2852316,Pratau
2852637,Poppenricht
2851634,Puschendorf
2852372,Prackenbach
2852394,Poxdorf
2852591,Porschdorf
2862525,Niepars
2851734,Pullenreuth
2851916,Prohn
2852400,Pouch
2852577,Porta Westfalica
2851567,Putzbrunn
2851801,Prutting
2851980,Prittitz
2852159,Pretzier
2852376,Pracht
2852418,Pottum
2852440,Pottenstein
2852656,Poppenhausen
2853085,Pobershau
2852847,Pollhagen
2852857,Polleben
2852939,Poing
2852991,Poehla
2852658,Poppenhausen
2852840,Polling
2852841,Polling
2853113,Ploetzky
2853406,Plate
2853599,Pirk
2853647,Pinnow
2852863,Poll
2853114,Plotzkau
2853146,Plossberg
2852877,Poelitz
2853089,Pluwig
2853776,Piesteritz
2853900,Philippsthal
2854384,Pfaffenhofen an der Roth
2854386,Pfaffenhofen an der Ilm
2854392,Pfaffenhofen
2853971,Pforzen
2854394,Pfaffenhofen
2854653,Petershagen
2854861,Perkam
2854892,Perach
2854999,Pellingen
2854272,Pfakofen
2854685,Petersdorf
2855031,Peissen
2855175,Pausa
2862571,Nienhagen
2854298,Pfaffroda
2854561,Petting
2854574,Pettendorf
2854910,Penzing
2854947,Pennigsehl
2855373,Partenheim
2855414,Parkstetten
2854310,Pfaffing
2855032,Peissen
2855177,Paunzhausen
2856189,Ostseebad Sellin
2856205,Ostritz
2856222,Ostrach
2855704,Pahlen
2855824,Owen
2856194,Seeheilbad Graal-Mueritz
2855466,Kleinschmalkalden
2855623,Pampow
2855820,Owschlag
2855982,Otterwisch
2856000,Ottersheim
2856139,Ottenbach
2856191,Ostseebad Prerow
2856196,Ostseebad Dierhagen
2856217,Ostrau
2855416,Parkstein
2855518,Papendorf
2856057,Otterbach
2855747,Padenstedt
2855901,Otzingen
2856061,Otter
2856195,Ostseebad Goehren
2856288,Ostheim
2857185,Opladen
2857306,Olpe
2856413,Osternienburg
2857013,Ortenberg
2857044,Orscholz
2856562,Osterhausen
2856857,Ossendorf
2856917,Osdorf
2857098,Orenhofen
2857142,Oppin
2856792,Osten
2856798,Ostelsheim
2857131,Oranienbaum
2856591,Osterfeld
2856765,Ostenfeld
2857012,Ortenberg
2857289,Olsbruecken
2857299,OElper
2857347,Oelixdorf
2857429,Oldendorf
2857432,Oldendorf
2857438,Oldendorf
2857637,Ohmden
2857985,Oebisfelde
2858562,Oberwesel
2857650,Ohlsdorf
2858712,Heidstock
2858874,Oberstreu
2859040,Oberseifersdorf
2857918,Oelsnitz
2858241,Ockenfels
2858417,Obrigheim
2859007,Obersochering
2858239,Ockenheim
2858807,Oberthal
2857791,Offenhausen
2858416,Obrigheim
2858437,Oberzissen
2858738,Oberursel
2859423,Oberpleichfeld
2859068,Oberschweinbach
2860080,Oberkirch
2859103,Oberschoneweide
2859325,Oberreute
2859357,Oberreichenbach
2859654,Oberndorf
2860694,Ober-Florsheim
2859199,Ober-Saulheim
2859296,Oberrieden
2859600,Oberndorf
2859792,Obermeitingen
2860422,Oberhausen
2860430,Oberhausen
2859277,Oberroeblingen
2859360,Oberreichenbach
2859545,Obernheim-Kirchenarnbach
2859641,Oberndorf
2859682,Obernbeck
2859903,Oberlichtenau
2860134,Oberjettingen
2860716,Oberfell
2859302,Oberried
2859458,Oberottmarshausen
2860510,Oberhaid
2860537,Obergurig
2860948,Oberelbert
2861096,Oberding
2861116,Oberderdingen
2861973,Nordheim
2862118,Norden
2862136,Norddeich
2861136,Obercunnersdorf
2862041,Norderney
2861258,Oberbiel
2861698,Nudersdorf
2861971,Nordheim
2862485,Nierstein
2861743,Nottensdorf
2862289,Nohra
2862357,Nister
2861537,Nutzen
2861598,Nusse
2861815,Nortershausen
2862375,Nippes
2862697,Niederzimmern
2862890,Niederschoneweide
2863111,Niedermohr
2863210,Niederklein
2863213,Niederkirchen bei Deidesheim
2863214,Niederkirchen
2863429,Niederfrohna
2863523,Niederdorf
2862389,Nindorf
2862893,Niederschoena
2862925,Niedersachswerfen
2863049,Niedernhall
2863065,Niederneisen
2863178,Niederlauer
2863240,Nieder-Ingelheim
2863470,Niedererbach
2862643,Niemberg
2862953,Niederrieden
2863487,Niederelbert
2863508,Niederdreisbach
2862713,Niederwinkling
2862759,Niederwangen
2862818,Niederstriegis
2863119,Niedermerz
2863185,Niederlangen
2863438,Nieder-Florstadt
2863505,Niederdurenbach
2863638,Niederaula
2863643,Niederau
2863652,Aschau im Chiemgau
2863667,Niederalteich
2863674,Niederaichbach
2864055,Neustadt an der Waldnaab
2864056,Neustadt an der Donau
2864091,Neustadt (Hessen)
2864067,Neustadt
2864420,Neunkirchen am Sand
2864422,Neunkirchen am Main
2864434,Neunkirchen
2864455,Neundorf
2864303,Neuried
2864437,Neunkhausen
2863604,Niederbergkirchen
2863756,Newel
2863810,Neuwittenbek
2865508,Neuerburg
2864502,Neumuehle
2864748,Neukirchen
2864770,Neukirch
2864804,Neu Kaliss
2865104,Neuhausen
2864735,Neukirchen
2864738,Neukirchen
2864759,Neukirchen
2864774,Neukirch
2865130,Neuhaus an der Oste
2865557,Neuenstein
2865638,Neuenkirchen
2866072,Neuburg
2866074,Neuburg
2864749,Neukirchen
2865378,Neufahrn
2866075,Neuburg
2864750,Neukirchen
2864869,Neuhofen
2864936,Neuhof
2865114,Neuhausen
2865155,Neuhaus
2865332,Neufra
2866492,Nerchau
2866905,Naumburg
2867138,Naila
2866511,Nentershausen
2866583,Neinstedt
2866851,Nauroth
2867037,Nassau
2867160,Nahe
2867245,Nachterstedt
2866077,Neuburg
2866834,Nauwalde
2866885,Naundorf
2866102,Neubrunn
2866110,Neubrueck
2866657,Negernbotel
2867198,Nagel
2866108,Neubrueck
2866150,Neuborger
2866208,Neuberend
2866291,Neualbenreuth
2866512,Nentershausen
2866632,Nehren
2866858,Nauort
2866925,Nauendorf
2867252,Nachrodt-Wiblingwerde
2867286,Mutzschen
2867542,Munster
2868002,Muhlhausen
2867467,Murg
2867527,Munsterdorf
2867568,Munningen
2870673,Mittelhof
2867850,Muldenstein
2867555,Munster
2867863,Mulda
2867983,Muhlheim am Bach
2868457,Muhlenbach
2868837,Muggelheim
2868853,Mudersbach
2867402,Muschenbach
2867436,Murr
2867626,Muenchweiler an der Rodalbe
2867396,Muschwitz
2868010,Muhlhausen
2868923,Mucka
2869244,Moritzburg
2869488,Moosbach
2869511,Moosach
2869734,Monzelfeld
2869306,Morbach
2869449,Moosburg
2869542,Moos
2869931,Mommenheim
2870178,Mohlsdorf
2868936,Much
2868992,Motten
2869147,Morsum
2870190,Moehlau
2870304,Mochau
2870481,Mittenwalde
2871166,Mihla
2870541,Mittelstetten
2872659,Maxsain
2871421,Meyenburg
2871460,Meudt
2871601,Messstetten
2870584,Mittelschontal
2870628,Mittelneufnach
2870986,Mirow
2871183,Mieste
2871213,Mielkendorf
2871441,Meuselbach
2871244,Midlum
2871367,Michelau
2871555,Mettenheim
2871556,Mettenheim
2871559,Mettendorf
2871067,Milz
2871225,Miehlen
2871368,Michelau
2871613,Messingen
2871713,Mertloch
2872056,Mellinghausen
2872117,Melbeck
2872244,Meinersen
2872527,Meeder
2871805,Merkenbach
2873854,Manschnow
2871963,Mengenich
2872057,Mellingen
2877545,Lindau
2872512,Meerbeck
2872031,Melsdorf
2872124,Meitzendorf
2872380,Mehrhoog
2872449,Mehlbach
2872503,Meerdorf
2872571,Mecklenburg
2872020,Melverode
2872033,Melsbach
2872119,Melbach
2872374,Mehringen
2872375,Mehring
2872796,Mauerstetten
2873159,Martensrade
2873290,Marktoffingen
2873032,Mascherode
2873049,Masburg
2873087,Marxen
2873250,Marlow
2873144,Martinhagen
2873308,Markt Bibart
2877546,Lindau
2874047,Malsch
2874423,Mahring
2874486,Mahlberg
2873970,Manderscheid
2874284,Maihingen
2874455,Mahlsdorf
2873400,Markersdorf
2873409,Markersbach
2873460,Maring-Noviand
2873499,Mariental
2873513,Marienrachdorf
2873667,Mariaposching
2874007,Mammelzen
2874048,Malsch
2874200,Maisach
2874212,Mainzweiler
2874556,Magdala
2873464,Marienwerder
2873841,Mantel
2874137,Malborn
2874710,Luetzow
2874768,Luetzelbach
2874621,Mackenbach
2874919,Luetjenburg
2875102,Lunestedt
2875909,Lorch
2875988,Longuich
2875250,Luhden
2875430,Luedersdorf
2876186,Lohne
2875246,Luhe-Wildenau
2875027,Lurschau
2875445,Luederitz
2875760,Lotte
2875785,Lostau
2875979,Lonnig
2876044,Loitz
2876187,Loehne
2876357,Lohberg
2877335,Lindenberg
2877357,Lindenberg
2877624,Linau
2877767,Lieskau
2876739,Loebejuen
2876963,Lintig
2877204,Lindewitt
2877455,Linden
2877980,Liebenau
2878133,Lichtenau
2878138,Lichtenau
2876645,Lochau
2876685,Lobstaedt
2877104,Lindwedel
2877683,Limbach
2878018,Lichterfelde
2878111,Lichtenberg
2876212,Lohmen
2876539,Loecknitz
2876698,Lobnitz
2876714,Loeberitz
2877771,Lieser
2878114,Lichtenberg
2878410,Letzlingen
2878838,Lengerich
2878982,Leiwen
2879260,Leimbach
2878310,Leutenbach
2878313,Leutenbach
2878382,Leubsdorf
2878387,Leubnitz
2878693,Leonberg
2878731,Lenzen
2878918,Lemsahl-Mellingstedt
2879230,Leimersheim
2879543,Lehesten
2879620,Lehe
2878290,Leutersdorf
2878384,Leubsdorf
2878840,Lengerich
2878844,Lengenwang
2878852,Lengenfeld
2878986,Leitzkau
2879106,Leissling
2879276,Leiferde
2878948,Lemberg
2879193,Leinefelde-Worbis
2879326,Leiblfing
2879378,Lehre
2879434,Lehndorf
2879981,Lautenbach
2880052,Lauscha
2880176,Lauenhagen
2880503,Lankow
2880546,Langwedel
2880573,Langstedt
2879667,Leezen
2879668,Leezdorf
2879758,Leck
2880181,Lauenburg
2880310,Laubach
2879666,Leezen
2880211,Lauchroeden
2880375,Lassan
2880564,Langula
2879789,Lechbruck
2879944,Lauterbach/Schwarzwald
2879966,Lauter
2880135,Laufdorf
2881019,Langenhorn
2881244,Langenbach
2881279,Langen
2881659,Lamstedt
2881786,Lam
2880912,Langensendelbach
2881175,Langenberg
2881500,Landscheid
2881749,Lamme
2881771,Lambrecht
2881097,Langeneichstaedt
2881226,Langenbach bei Marienberg
2881276,Langen
2881057,Langenhahn
2881088,Langenfeld
2881150,Langenbogen
2881303,Langeln
2880905,Langenstein
2881107,Langendorf
2881278,Langen
2881508,Landsberg
2882141,Laage
2883784,Kronach
2882115,Laar
2882192,Kutzenhausen
2882237,Kusterdingen
2882334,Kurort Jonsdorf
2882464,Kunreuth
2883246,Krumpa
2882033,Lachen
2882260,Kusey
2882335,Kurort Gohrisch
2883777,Kronau
2883793,Krombach
2882681,Kuehrstedt
2883570,Kropstaedt
2883860,Kritzmow
2883005,Kuhardt
2883151,Kuchen
2883920,Kriftel
2884597,Krebeck
2885536,Korbach
2885764,Koenigstein
2885540,Korb
2885714,Konradsreuth
2883961,Kriegsfeld
2884308,Kretzschau
2884393,Krempe
2884625,Krautheim
2884845,Kralenriede
2889814,Kleinaitingen
2885689,Konradshohe
2885723,Koenitz
2883994,Krickenbach
2884380,Kremperheide
2884823,Kramerhof
2885326,Kossa
2885350,Kosel
2884656,Krauschwitz
2884779,Kranenburg
2885104,Kottweiler-Schwanden
2885412,Korntal
2885495,Kordel
2885765,Koenigstein
2886730,Kohlberg
2887385,Klotten
2887637,Klitten
2886303,Kollmar
2886843,Koditz
2888323,Kleinrinderfeld
2887686,Klink
2887718,Klingenmunster
2888316,Klein Rogahn
2888520,Kleinmaischeid
2885883,Konigsfeld
2885885,Konigsfeld
2886434,Kolbingen
2886924,Kochel
2887141,Knittelsheim
2887315,Kluse
2887449,Klosterlechfeld
2887716,Klingenstein
2888210,Kleinsendelbach
2888222,Klein Schwuelper
2888344,Klein Reken
2886731,Kohlberg
2887805,Klietz
2887812,Klieken
2888015,Kleinwenden
2890273,Kirschau
2890599,Kirchdorf im Wald
2890382,Kirchseelte
2890602,Kirchdorf am Inn
2890616,Kirchdorf
2888890,Kleinfurra
2890617,Kirchdorf
2889990,Klausdorf
2890202,Kissing
